genus_species,Order,Suborder,Family,Subfamily,Genus,Species,mod_tiplabel,SVL_mm,Mass_g,rootmass,ED_right_mm,ED_left_mm,eyemean,CD_right_mm,CD_left_mm,cormean,Adult_habitat,Activity_period,Mating_habitat,Life_history,Larval_habitat,Sex_dichromatism
Bufo_bufo,Anura,Neobatrachia,Bufonidae,NA,Bufo,bufo,Bufo_bufo_Bufonidae,89.3,108,4.762203155904598,10.1,10.5,10.3,6.9,7.2,7.050000000000001,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Bufotes_viridis,Anura,Neobatrachia,Bufonidae,NA,Bufotes,viridis,Bufotes_viridis_Bufonidae,69,41.2,3.4538150054698504,9.3,8.5,8.9,6.8,6.5,6.65,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Bufotes_viridis,Anura,Neobatrachia,Bufonidae,NA,Bufotes,viridis,Bufotes_viridis_Bufonidae,57.2,19.4,2.686997382119173,7.5,7.7,7.6,5.8,5.8,5.8,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Bufotes_viridis,Anura,Neobatrachia,Bufonidae,NA,Bufotes,viridis,Bufotes_viridis_Bufonidae,55,16.6,2.5509544037344103,7.4,7.2,7.300000000000001,5.4,5.3,5.35,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Callulina_kreffti,Anura,Neobatrachia,Brevicipitidae,NA,Callulina,kreffti,Callulina_kreffti_Brevicipitidae,29.2,3,1.4422495703074083,4.2,4.4,4.300000000000001,3.4,3.3,3.3499999999999996,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Callulina_kreffti,Anura,Neobatrachia,Brevicipitidae,NA,Callulina,kreffti,Callulina_kreffti_Brevicipitidae,28.8,2.1,1.2805791649874942,3.7,3.3,3.5,2.3,3.1,2.7,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Callulina_kreffti,Anura,Neobatrachia,Brevicipitidae,NA,Callulina,kreffti,Callulina_kreffti_Brevicipitidae,28.2,3.4,1.5036945962049748,4.1,3.9,4,3,3,3,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Calyptocephalella_gayi,Anura,Neobatrachia,Calyptocephalellidae,NA,Calyptocephalella,gayi,Calyptocephalella_gayi_Calyptocephalellidae,136.2,408,7.416859538532378,12.5,13.5,13,9.9,9,9.45,Semiaquatic,Both,Lentic water,Free-living larvae,NA,Absent
Calyptocephalella_gayi,Anura,Neobatrachia,Calyptocephalellidae,NA,Calyptocephalella,gayi,Calyptocephalella_gayi_Calyptocephalellidae,124.3,310,6.767899452107007,13.3,13.4,13.350000000000001,9.7,9.8,9.75,Semiaquatic,Both,Lentic water,Free-living larvae,NA,Absent
Calyptocephalella_gayi,Anura,Neobatrachia,Calyptocephalellidae,NA,Calyptocephalella,gayi,Calyptocephalella_gayi_Calyptocephalellidae,144.2,435,7.576984851675098,13.3,12.6,12.95,9.8,10.1,9.95,Semiaquatic,Both,Lentic water,Free-living larvae,NA,Absent
Ceratophrys_cornuta,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,cornuta,Ceratophrys_cornuta_Ceratophryidae,98.9,155,5.371685354944832,11.2,11.3,11.25,8.1,6.2,7.15,Subfossorial,Nocturnal,Lentic water,Free-living larvae,NA,Absent
Ceratophrys_cornuta,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,cornuta,Ceratophrys_cornuta_Ceratophryidae,74.8,57,3.8485011312768047,12,11.5,11.75,6.5,5.5,6,Subfossorial,Nocturnal,Lentic water,Free-living larvae,NA,Absent
Ceratophrys_cornuta,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,cornuta,Ceratophrys_cornuta_Ceratophryidae,88.8,122,4.9596756638423,9.1,9.1,9.1,6.5,5.8,6.15,Subfossorial,Nocturnal,Lentic water,Free-living larvae,NA,Absent
Ceratophrys_ornata,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,ornata,Ceratophrys_ornata_Ceratophryidae,97.5,161,5.4401218254147965,10,10.6,10.3,7.3,7.6,7.449999999999999,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,NA,Absent
Ceratophrys_ornata,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,ornata,Ceratophrys_ornata_Ceratophryidae,117.8,205,5.896368539970366,10.6,10.8,10.7,8.4,8.4,8.4,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,NA,Absent
Ceratophrys_ornata,Anura,Neobatrachia,Ceratophryidae,NA,Ceratophrys,ornata,Ceratophrys_ornata_Ceratophryidae,110.6,164,5.473703674798427,12.1,10.5,11.3,7.8,7.7,7.75,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,NA,Absent
Chaperina_fusca,Anura,Neobatrachia,Microhylidae,Chaperininae,Chaperina,fusca,Chaperina_fusca_Microhylidae,23.7,1.8,1.21644039911468,3.1,3.1,3.1,2.4,2.5,2.45,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Chaperina_fusca,Anura,Neobatrachia,Microhylidae,Chaperininae,Chaperina,fusca,Chaperina_fusca_Microhylidae,24,2.1,1.2805791649874942,3.2,3.1,3.1500000000000004,2.5,2.4,2.45,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Chaperina_fusca,Anura,Neobatrachia,Microhylidae,Chaperininae,Chaperina,fusca,Chaperina_fusca_Microhylidae,20.8,1.5,1.1447142425533319,2.9,2.9,2.9,2.1,2.2,2.1500000000000004,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Chiasmocleis_albopunctata,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Chiasmocleis,albopunctata,Chiasmocleis_albopunctata_Microhylidae,24.9,1.2,1.0626585691826111,2.1,2.1,2.1,1.7,1.7,1.7,Subfossorial,Nocturnal,NA,NA,NA,Absent
Chiasmocleis_albopunctata,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Chiasmocleis,albopunctata,Chiasmocleis_albopunctata_Microhylidae,31.8,2.9,1.4260431471424087,2.3,2.2,2.25,1.7,1.9,1.7999999999999998,Subfossorial,Nocturnal,NA,NA,NA,Absent
Chiasmocleis_albopunctata,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Chiasmocleis,albopunctata,Chiasmocleis_albopunctata_Microhylidae,26.7,1.6,1.1696070952851465,2.3,2.2,2.25,1.8,1.5,1.65,Subfossorial,Nocturnal,NA,NA,NA,Absent
Conraua_crassipes,Anura,Neobatrachia,Conrauidae,NA,Conraua,crassipes,Conraua_crassipes_Conrauidae,52.1,18,2.6207413942088964,7.4,8,7.7,5.8,5.8,5.8,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Conraua_crassipes,Anura,Neobatrachia,Conrauidae,NA,Conraua,crassipes,Conraua_crassipes_Conrauidae,51.7,14,2.4101422641752297,7.6,7.1,7.35,5.2,5.3,5.25,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Conraua_crassipes,Anura,Neobatrachia,Conrauidae,NA,Conraua,crassipes,Conraua_crassipes_Conrauidae,62.5,32.1,3.1781057505488417,8.4,7.8,8.1,5.3,5.4,5.35,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Cophixalus_cheesmanae,Anura,Neobatrachia,Microhylidae,NA,Cophixalus,cheesmanae,Cophixalus_cheesmanae_Microhylidae,28.9,2.7,1.3924766500838337,4,3.9,3.95,3.3,3.4,3.3499999999999996,Scansorial,Nocturnal,NA,NA,NA,NA
Cophixalus_cheesmanae,Anura,Neobatrachia,Microhylidae,NA,Cophixalus,cheesmanae,Cophixalus_cheesmanae_Microhylidae,25.8,2,1.2599210498948732,3.6,3.6,3.6,3,3,3,Scansorial,Nocturnal,NA,NA,NA,NA
Cophixalus_cheesmanae,Anura,Neobatrachia,Microhylidae,NA,Cophixalus,cheesmanae,Cophixalus_cheesmanae_Microhylidae,25.4,2.2,1.300591446851387,3.6,3.5,3.55,3.1,3.2,3.1500000000000004,Scansorial,Nocturnal,NA,NA,NA,NA
Cophixalus_neglectus,Anura,Neobatrachia,Microhylidae,Asterophryinae,Cophixalus,neglectus,Cophixalus_neglectus_Microhylidae,26.3,2.2,1.300591446851387,3.5,3.7,3.6,2.7,2.8,2.75,Subfossorial,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Cophixalus_neglectus,Anura,Neobatrachia,Microhylidae,Asterophryinae,Cophixalus,neglectus,Cophixalus_neglectus_Microhylidae,18.8,1.2,1.0626585691826111,2.7,2.8,2.75,2,2.2,2.1,Subfossorial,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Cophixalus_neglectus,Anura,Neobatrachia,Microhylidae,Asterophryinae,Cophixalus,neglectus,Cophixalus_neglectus_Microhylidae,17.7,1,1,2.7,2.6,2.6500000000000004,2,2.2,2.1,Subfossorial,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Cophyla_tuberifera,Anura,Neobatrachia,Microhylidae,Cophylinae,Cophyla,tuberifera,Platypelis_tuberifera_Microhylidae,38.8,4.2,1.6134286460245437,5.7,5.4,5.550000000000001,4.2,4.1,4.15,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,NA
Cophyla_tuberifera,Anura,Neobatrachia,Microhylidae,Cophylinae,Cophyla,tuberifera,Platypelis_tuberifera_Microhylidae,33.2,3.1,1.4580997358267116,4.6,4.2,4.4,3.5,3.2,3.35,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,NA
Cophyla_tuberifera,Anura,Neobatrachia,Microhylidae,Cophylinae,Cophyla,tuberifera,Platypelis_tuberifera_Microhylidae,32.1,2.5,1.3572088082974532,4.6,4.3,4.449999999999999,3.4,3,3.2,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,NA
Cornufer_guppyi,Anura,Neobatrachia,Ceratobatrachidae,Ceratobatrachinae,Cornufer,guppyi,Cornufer_guppyi_Ceratobatrachidae,143.8,270,6.46330407009565,17.4,17.9,17.65,11.9,11.1,11.5,Ground-dwelling,NA,NA,No free-living larvae,No larvae,NA
Cornufer_guppyi,Anura,Neobatrachia,Ceratobatrachidae,Ceratobatrachinae,Cornufer,guppyi,Cornufer_guppyi_Ceratobatrachidae,97.7,83,4.362070671454838,13.5,14.3,13.9,10,9.3,9.65,Ground-dwelling,NA,NA,No free-living larvae,No larvae,NA
Craugastor_fitzingeri,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,fitzingeri,Craugastor_fitzingeri_Craugastoridae,50.7,11.8,2.276638114962505,6.2,6,6.1,5.2,5.4,5.300000000000001,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Craugastor_fitzingeri,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,fitzingeri,Craugastor_fitzingeri_Craugastoridae,35.3,3,1.4422495703074083,4.9,4.8,4.85,4.3,4.3,4.3,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Craugastor_fitzingeri,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,fitzingeri,Craugastor_fitzingeri_Craugastoridae,31.8,3,1.4422495703074083,4.4,4.5,4.45,3.8,4.2,4,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Craugastor_podiciferus,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,podiciferus,Craugastor_podiciferus_Craugastoridae,28.2,2.4,1.338865900164339,4.2,3.7,3.95,3,3.1,3.05,Subfossorial,Diurnal,Ground,No free-living larvae,No larvae,Absent
Craugastor_podiciferus,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,podiciferus,Craugastor_podiciferus_Craugastoridae,28.1,2.8,1.4094597464129783,3.9,4.2,4.05,3.3,3.3,3.3,Subfossorial,Diurnal,Ground,No free-living larvae,No larvae,Absent
Craugastor_podiciferus,Anura,Neobatrachia,Craugastoridae,Craugastorinae,Craugastor,podiciferus,Craugastor_podiciferus_Craugastoridae,26.6,1.9,1.2385623296301709,3.7,3.4,3.55,3,3.1,3.05,Subfossorial,Diurnal,Ground,No free-living larvae,No larvae,Absent
Crinia_signifera,Anura,Neobatrachia,Myobatrachidae,NA,Crinia,signifera,Crinia_signifera_Myobatrachidae,30.2,3,1.4422495703074083,3.7,3.7,3.7,3.2,2.8,3,Ground-dwelling,Nocturnal,NA,Free-living larvae,NA,Absent
Crinia_signifera,Anura,Neobatrachia,Myobatrachidae,NA,Crinia,signifera,Crinia_signifera_Myobatrachidae,23.5,2,1.2599210498948732,3.2,3.4,3.3,2.5,2.6,2.55,Ground-dwelling,Nocturnal,NA,Free-living larvae,NA,Absent
Crinia_signifera,Anura,Neobatrachia,Myobatrachidae,NA,Crinia,signifera,Crinia_signifera_Myobatrachidae,22.7,2,1.2599210498948732,3.3,3.3,3.3,2.6,2.5,2.55,Ground-dwelling,Nocturnal,NA,Free-living larvae,NA,Absent
Crinia_signifera,Anura,Neobatrachia,Myobatrachidae,NA,Crinia,signifera,Crinia_signifera_Myobatrachidae,24.5,2,1.2599210498948732,3.4,3.2,3.3,2.8,2.6,2.7,Ground-dwelling,Nocturnal,NA,Free-living larvae,NA,Absent
Cruziohyla_calcarifer,Anura,Neobatrachia,Phyllomedusidae,NA,Cruziohyla,calcarifer,Cruziohyla_calcarifer_Hylidae,64.2,12.4,2.3145890545258756,8.6,8.4,8.5,6.1,6.1,6.1,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Cryptobatrachus_boulengeri,Anura,Neobatrachia,Hemiphractidae,Cryptobatrachinae,Cryptobatrachus,boulengeri,Cryptobatrachus_boulengeri_Hemiphractidae,70.8,38,3.361975406798963,11.3,11.3,11.3,9,8.3,8.65,Semiaquatic,Nocturnal,NA,No free-living larvae,No larvae,NA
Ctenophryne_aterrima,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Ctenophryne,aterrima,Ctenophryne_aterrima_Microhylidae,42,7.9,1.991631701289913,4,3.3,3.65,2.7,2.7,2.7,Subfossorial,Nocturnal,Ground,Free-living larvae,Lentic water,Absent
Ctenophryne_aterrima,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Ctenophryne,aterrima,Ctenophryne_aterrima_Microhylidae,50.5,12.9,2.3452900988768355,4.2,4.3,4.25,3.1,3.1,3.1,Subfossorial,Nocturnal,Ground,Free-living larvae,Lentic water,Absent
Dendrobates_auratus,Anura,Neobatrachia,Dendrobatidae,NA,Dendrobates,auratus,Dendrobates_auratus_Dendrobatidae,34.6,3.4,1.5036945962049748,4,4,4,3.2,3.2,3.2,Scansorial,Diurnal,Ground,Free-living larvae,Lentic water,Absent
Dendrobates_auratus,Anura,Neobatrachia,Dendrobatidae,NA,Dendrobates,auratus,Dendrobates_auratus_Dendrobatidae,25.3,1.7,1.193483191927337,3.8,3.8,3.8,2.9,3,2.95,Scansorial,Diurnal,Ground,Free-living larvae,Lentic water,Absent
Dendrobates_auratus,Anura,Neobatrachia,Dendrobatidae,NA,Dendrobates,auratus,Dendrobates_auratus_Dendrobatidae,33.1,3.2,1.4736125994561546,3.7,3.8,3.75,2.9,2.9,2.9,Scansorial,Diurnal,Ground,Free-living larvae,Lentic water,Absent
Dendropsophus_parviceps,Anura,Neobatrachia,Hylidae,NA,Dendropsophus,parviceps,Dendropsophus_parviceps_Hylidae,22.6,1.1,1.0322801154563672,3.8,3.4,3.5999999999999996,2.6,2.5,2.55,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Absent
Dendropsophus_parviceps,Anura,Neobatrachia,Hylidae,NA,Dendropsophus,parviceps,Dendropsophus_parviceps_Hylidae,22.8,1.2,1.0626585691826111,3.5,3.2,3.35,2.5,2.6,2.55,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Absent
Dendropsophus_parviceps,Anura,Neobatrachia,Hylidae,NA,Dendropsophus,parviceps,Dendropsophus_parviceps_Hylidae,21.9,1.3,1.091392883061106,4.3,3.5,3.9,2.7,2.9,2.8,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Absent
Dermatonotus_muelleri,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Dermatonotus,muelleri,Dermatonotus_muelleri_Microhylidae,65.3,33.7,3.2300553687627023,5.6,5,5.3,3.9,4,3.95,Fossorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Dermatonotus_muelleri,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Dermatonotus,muelleri,Dermatonotus_muelleri_Microhylidae,63.2,32.5,3.1912521494299537,5.4,5.1,5.25,3.8,3.9,3.8499999999999996,Fossorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Dermatonotus_muelleri,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Dermatonotus,muelleri,Dermatonotus_muelleri_Microhylidae,57.9,25.1,2.9279112417976867,4.8,4.9,4.85,3.7,3.5,3.6,Fossorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Diasporus_diastema,Anura,Neobatrachia,Eleutherodactylidae,NA,Diasporus,diastema,Diasporus_diastema_Eleutherodactylidae,16.6,0.9,0.9654893846056297,2.8,2.8,2.8,2.2,2.4,2.3,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Diasporus_diastema,Anura,Neobatrachia,Eleutherodactylidae,NA,Diasporus,diastema,Diasporus_diastema_Eleutherodactylidae,19.4,1.1,1.0322801154563672,3,3,3,2.6,2.6,2.6,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Diasporus_diastema,Anura,Neobatrachia,Eleutherodactylidae,NA,Diasporus,diastema,Diasporus_diastema_Eleutherodactylidae,17.7,0.9,0.9654893846056297,3,2.9,2.95,2.8,2.5,2.65,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Discoglossus_pictus,Anura,Archaeobatrachia,Alytidae,NA,Discoglossus,pictus,Discoglossus_pictus_Alytidae,73.1,33,3.207534329995826,8.4,8.1,8.25,7,6.8,6.9,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Discoglossus_pictus,Anura,Archaeobatrachia,Alytidae,NA,Discoglossus,pictus,Discoglossus_pictus_Alytidae,63.6,20,2.7144176165949063,7.5,7.4,7.45,6.1,5.8,5.949999999999999,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Discoglossus_pictus,Anura,Archaeobatrachia,Alytidae,NA,Discoglossus,pictus,Discoglossus_pictus_Alytidae,56.3,23,2.8438669798515654,7.2,6.9,7.050000000000001,5.7,5.2,5.45,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Discoglossus_pictus,Anura,Archaeobatrachia,Alytidae,NA,Discoglossus,pictus,Discoglossus_pictus_Alytidae,58.5,20,2.7144176165949063,7.6,7.3,7.449999999999999,5.7,5.7,5.7,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Discoglossus_pictus,Anura,Archaeobatrachia,Alytidae,NA,Discoglossus,pictus,Discoglossus_pictus_Alytidae,61.7,26,2.9624960684073702,7.8,7.3,7.55,5.9,5.6,5.75,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Dryophytes_arenicolor,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,arenicolor,Hyla_arenicolor_Hylidae,25.5,1.6,1.1696070952851465,4.1,4.1,4.1,3.4,3.4,3.4,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Dryophytes_arenicolor,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,arenicolor,Hyla_arenicolor_Hylidae,25,1.4,1.1186889420813968,4,3.9,3.95,2.9,2.8,2.8499999999999996,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Dryophytes_arenicolor,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,arenicolor,Hyla_arenicolor_Hylidae,42.2,5.3,1.7435134012651283,5.5,NA,5.5,4.8,4.5,4.65,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Dryophytes_cinereus,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,cinereus,Hyla_cinerea_Hylidae,40,4.19,1.6121471294837304,4.6,4.5,4.55,3.4,3.4,3.4,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Present
Dryophytes_cinereus,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,cinereus,Hyla_cinerea_Hylidae,43.5,5.64,1.78002609059935,4.6,4.7,4.65,3.8,3.7,3.75,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Present
Dryophytes_cinereus,Anura,Neobatrachia,Hylidae,Hylinae,Dryophytes,cinereus,Hyla_cinerea_Hylidae,42.2,4.07,1.5966073948114938,3.9,3.9,3.9,3.4,3.4,3.4,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Present
Duttaphrynus_melanostictus,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,melanostictus,Duttaphrynus_melanostictus_Bufonidae,88.1,56.2,3.8304115521911246,9.2,9.6,9.399999999999999,7.2,6.8,7,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lentic water,Absent
Duttaphrynus_melanostictus,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,melanostictus,Duttaphrynus_melanostictus_Bufonidae,60.7,23,2.8438669798515654,7.4,7.5,7.45,5.7,6,5.85,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lentic water,Absent
Duttaphrynus_melanostictus,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,melanostictus,Duttaphrynus_melanostictus_Bufonidae,59.1,24.1,2.888499838031276,7.8,7.9,7.85,5.2,5.2,5.2,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lentic water,Absent
Duttaphrynus_stomaticus,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,stomaticus,Duttaphrynus_stomaticus_Bufonidae,59.1,23.6,2.8683842840342444,7.1,6.7,6.9,5.1,5.2,5.15,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Duttaphrynus_stomaticus,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,stomaticus,Duttaphrynus_stomaticus_Bufonidae,60.5,22.4,2.8189194928259567,7.2,7.1,7.15,5.2,5.4,5.300000000000001,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Duttaphrynus_stomaticus,Anura,Neobatrachia,Bufonidae,NA,Duttaphrynus,stomaticus,Duttaphrynus_stomaticus_Bufonidae,58.7,22.6,2.82728428812555,7.4,7.1,7.25,5,5.3,5.15,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Dyscophus_antongilii,Anura,Neobatrachia,Microhylidae,NA,Dyscophus,antongilii,Dyscophus_antongilii_Microhylidae,84.3,81,4.3267487109222245,11.7,11.6,11.649999999999999,8.2,8.6,8.399999999999999,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Dyscophus_antongilii,Anura,Neobatrachia,Microhylidae,NA,Dyscophus,antongilii,Dyscophus_antongilii_Microhylidae,63.7,31.8,3.16817410531767,8.8,8.6,8.7,6.5,6.5,6.5,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Dyscophus_antongilii,Anura,Neobatrachia,Microhylidae,NA,Dyscophus,antongilii,Dyscophus_antongilii_Microhylidae,57,21.3,2.7719998417487504,9.1,9,9.05,7.1,6.7,6.9,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Elachistocleis_ovalis,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Elachistocleis,ovalis,Elachistocleis_ovalis_Microhylidae,32.6,3.8,1.5604907507078847,2.5,2.6,2.55,1.7,1.7,1.7,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Elachistocleis_ovalis,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Elachistocleis,ovalis,Elachistocleis_ovalis_Microhylidae,32.9,3.2,1.4736125994561546,2.4,2.4,2.4,1.7,2.1,1.9,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Elachistocleis_ovalis,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Elachistocleis,ovalis,Elachistocleis_ovalis_Microhylidae,42.2,5.8,1.7967017791430526,2.8,2.9,2.8499999999999996,2.1,2,2.05,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Eleutherodactylus_coqui,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,coqui,Eleutherodactylus_coqui_Eleutherodactylidae,30,2.4,1.338865900164339,4.6,4.5,4.55,3.8,4,3.9,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Eleutherodactylus_coqui,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,coqui,Eleutherodactylus_coqui_Eleutherodactylidae,26.1,2.3,1.3200061217959123,4.4,4.2,4.300000000000001,3.8,3.8,3.8,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Eleutherodactylus_marnockii,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,marnockii,Eleutherodactylus_marnockii_Eleutherodactylidae,25.8,1.3,1.091392883061106,3.6,3.5,3.55,2.9,3.2,3.05,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Eleutherodactylus_marnockii,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,marnockii,Eleutherodactylus_marnockii_Eleutherodactylidae,21.8,0.9,0.9654893846056297,3.5,3.5,3.5,2.9,2.9,2.9,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Eleutherodactylus_marnockii,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,marnockii,Eleutherodactylus_marnockii_Eleutherodactylidae,18,0.5,0.7937005259840998,2.7,2.8,2.75,2.5,2.5,2.5,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Eleutherodactylus_planirostris,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,planirostris,Eleutherodactylus_planirostris_Eleutherodactylidae,22.2,1.2,1.0626585691826111,3,3.1,3.05,2.8,2.8,2.8,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Eleutherodactylus_planirostris,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,planirostris,Eleutherodactylus_planirostris_Eleutherodactylidae,20.7,1.2,1.0626585691826111,3,3.1,3.05,2.8,2.8,2.8,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Eleutherodactylus_planirostris,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,planirostris,Eleutherodactylus_planirostris_Eleutherodactylidae,22.6,1.3,1.091392883061106,3.1,3.1,3.1,2.7,2.7,2.7,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Engystomops_pustulosus,Anura,Neobatrachia,Leptodactylidae,NA,Engystomops,pustulosus,Physalaemus_pustulosus_Leptodactylidae,30.8,3.6,1.5326188647871062,3.9,3.8,3.8499999999999996,3,2.9,2.95,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Engystomops_pustulosus,Anura,Neobatrachia,Leptodactylidae,NA,Engystomops,pustulosus,Physalaemus_pustulosus_Leptodactylidae,28.1,2.2,1.300591446851387,3.4,3.5,3.45,3,2.9,2.95,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
