genus_species,Order,Suborder,Family,Subfamily,Genus,Species,mod_tiplabel,SVL_mm,Mass_g,rootmass,ED_right_mm,ED_left_mm,eyemean,CD_right_mm,CD_left_mm,cormean,Adult_habitat,Activity_period,Mating_habitat,Life_history,Larval_habitat,Sex_dichromatism
Engystomops_pustulosus,Anura,Neobatrachia,Leptodactylidae,NA,Engystomops,pustulosus,Physalaemus_pustulosus_Leptodactylidae,29.1,2.1,1.2805791649874942,3.5,3.4,3.45,2.6,2.7,2.6500000000000004,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Epidalea_calamita,Anura,Neobatrachia,Bufonidae,NA,Epidalea,calamita,Epidalea_calamita_Bufonidae,52.9,15.9,2.514581453799839,7.2,7.1,7.15,4.8,4.6,4.699999999999999,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Epidalea_calamita,Anura,Neobatrachia,Bufonidae,NA,Epidalea,calamita,Epidalea_calamita_Bufonidae,60.6,22.2,2.810504757710476,8,8.2,8.1,5.5,5.8,5.65,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Epidalea_calamita,Anura,Neobatrachia,Bufonidae,NA,Epidalea,calamita,Epidalea_calamita_Bufonidae,58.7,22.5,2.823108086643085,8.5,8.4,8.45,5.6,5.7,5.65,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Espadarana_prosoblepon,Anura,Neobatrachia,Centrolenidae,NA,Espadarana,prosoblepon,Espadarana_prosoblepon_Centrolenidae,25.1,0.8,0.9283177667225558,3.8,3.8,3.8,2.8,2.5,2.65,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Absent
Espadarana_prosoblepon,Anura,Neobatrachia,Centrolenidae,NA,Espadarana,prosoblepon,Espadarana_prosoblepon_Centrolenidae,24.3,0.8,0.9283177667225558,3.9,3.8,3.8499999999999996,2.8,2.9,2.8499999999999996,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Absent
Espadarana_prosoblepon,Anura,Neobatrachia,Centrolenidae,NA,Espadarana,prosoblepon,Espadarana_prosoblepon_Centrolenidae,23.7,0.7,0.8879040017426006,3.6,3.5,3.55,2.8,2.6,2.7,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Absent
Euphlyctis_cyanophlyctis,Anura,Neobatrachia,Dicroglossidae,NA,Euphlyctis,cyanophlyctis,Euphlyctis_cyanophlyctis_Dicroglossidae,53.6,16.3,2.535493694264901,6.5,6.3,6.4,4.8,4.3,4.55,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Euphlyctis_cyanophlyctis,Anura,Neobatrachia,Dicroglossidae,NA,Euphlyctis,cyanophlyctis,Euphlyctis_cyanophlyctis_Dicroglossidae,45.7,10.5,2.1897595699439445,6,5.8,5.9,4.2,4.1,4.15,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Euphlyctis_cyanophlyctis,Anura,Neobatrachia,Dicroglossidae,NA,Euphlyctis,cyanophlyctis,Euphlyctis_cyanophlyctis_Dicroglossidae,46.8,11.5,2.2571787177370006,6,4.3,5.15,6,4.3,5.15,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Eupsophus_roseus,Anura,Neobatrachia,Alsodidae,NA,Eupsophus,roseus,Eupsophus_roseus_Alsodidae,38.5,8,2,5.4,5.1,5.25,4.1,4.3,4.199999999999999,Ground-dwelling,NA,Lentic water,Free-living larvae,Lentic water,Absent
Eupsophus_roseus,Anura,Neobatrachia,Alsodidae,NA,Eupsophus,roseus,Eupsophus_roseus_Alsodidae,44.8,12,2.2894284851066637,6.4,6.5,6.45,5.3,5.2,5.25,Ground-dwelling,NA,Lentic water,Free-living larvae,Lentic water,Absent
Eupsophus_roseus,Anura,Neobatrachia,Alsodidae,NA,Eupsophus,roseus,Eupsophus_roseus_Alsodidae,34,5,1.7099759466766968,4.8,4.8,4.8,3.8,3.6,3.7,Ground-dwelling,NA,Lentic water,Free-living larvae,Lentic water,Absent
Eupsophus_roseus,Anura,Neobatrachia,Alsodidae,NA,Eupsophus,roseus,Eupsophus_roseus_Alsodidae,36.2,5,1.7099759466766968,5.1,4.8,4.949999999999999,4.1,4.3,4.199999999999999,Ground-dwelling,NA,Lentic water,Free-living larvae,Lentic water,Absent
Fejervarya_limnocharis,Anura,Neobatrachia,Dicroglossidae,NA,Fejervarya,limnocharis,Fejervarya_limnocharis_Dicroglossidae,48.4,7.4,1.9486951603746576,6.1,6,6.05,4.8,5.1,4.949999999999999,Semiaquatic,NA,Lentic water,Free-living larvae,Lentic water,Absent
Fejervarya_limnocharis,Anura,Neobatrachia,Dicroglossidae,NA,Fejervarya,limnocharis,Fejervarya_limnocharis_Dicroglossidae,48.8,8.1,2.0082988502465087,6.1,6,6.05,5,4.8,4.9,Semiaquatic,NA,Lentic water,Free-living larvae,Lentic water,Absent
Fejervarya_limnocharis,Anura,Neobatrachia,Dicroglossidae,NA,Fejervarya,limnocharis,Fejervarya_limnocharis_Dicroglossidae,44.7,8.3,2.024693852005457,6.3,6.2,6.25,4.6,5.2,4.9,Semiaquatic,NA,Lentic water,Free-living larvae,Lentic water,Absent
Flectonotus_fitzgeraldi,Anura,Neobatrachia,Hemiphractidae,NA,Flectonotus,fitzgeraldi,Flectonotus_fitzgeraldi_Hemiphractidae,21.4,0.7,0.8879040017426006,3.6,3.5,3.55,3.1,3,3.05,Scansorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Flectonotus_fitzgeraldi,Anura,Neobatrachia,Hemiphractidae,NA,Flectonotus,fitzgeraldi,Flectonotus_fitzgeraldi_Hemiphractidae,19.2,0.6,0.8434326653017492,3.7,3.6,3.6500000000000004,3,2.9,2.95,Scansorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Flectonotus_fitzgeraldi,Anura,Neobatrachia,Hemiphractidae,NA,Flectonotus,fitzgeraldi,Flectonotus_fitzgeraldi_Hemiphractidae,22.9,0.8,0.9283177667225558,3.9,3.8,3.8499999999999996,3,2.6,2.8,Scansorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Gastrophryne_carolinensis,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,16.7,NA,NA,1.9,2,1.95,1.6,1.6,1.6,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_carolinensis,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,32.3,4,1.5874010519681994,2.5,2.7,2.6,1.9,1.9,1.9,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_carolinensis,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,27.7,NA,NA,2.5,2.5,2.5,1.9,2,1.95,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_carolinensis,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,32.1,4,1.5874010519681994,2.6,2.5,2.55,1.9,1.9,1.9,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_carolinensis,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,18.8,NA,NA,2,2,2,1.7,1.7,1.7,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_carolinensis,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,27.3,3,1.4422495703074083,2.3,2.5,2.4,1.9,1.7,1.7999999999999998,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_carolinensis,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,21.8,NA,NA,2.4,2.2,2.3,1.8,1.7,1.75,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_olivacea,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,olivacea,Gastrophryne_olivacea_Microhylidae,27.2,1.7,1.193483191927337,2.2,2.5,2.35,1.9,1.9,1.9,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Gastrophryne_olivacea,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,olivacea,Gastrophryne_olivacea_Microhylidae,26,1.8,1.21644039911468,2.3,2.2,2.25,1.8,1.6,1.7000000000000002,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Gastrophryne_olivacea,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,olivacea,Gastrophryne_olivacea_Microhylidae,34.8,3,1.4422495703074083,2,2.1,2.05,1.8,1.8,1.8,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Gastrophryne_olivacea,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,olivacea,Gastrophryne_olivacea_Microhylidae,26.1,NA,NA,2.1,2.2,2.1500000000000004,1.8,1.9,1.85,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Gastrophryne_olivacea,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,olivacea,Gastrophryne_olivacea_Microhylidae,26.3,NA,NA,2.1,2.1,2.1,1.6,1.6,1.6,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Gastrophrynoides_borneensis,Anura,Neobatrachia,Microhylidae,Asterophryinae,Gastrophrynoides,borneensis,Gastrophrynoides_borneensis_Microhylidae,13.2,0.3,0.6694329500821695,1.3,1.8,1.55,1.1,1.5,1.3,Subfossorial,NA,NA,NA,NA,NA
Gastrotheca_cornuta,Anura,Neobatrachia,Hemiphractidae,Hemiphractinae,Gastrotheca,cornuta,Gastrotheca_cornuta_Hemiphractidae,74.3,30,3.1072325059538586,11.9,10.9,11.4,8.5,8.2,8.35,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Gastrotheca_cornuta,Anura,Neobatrachia,Hemiphractidae,Hemiphractinae,Gastrotheca,cornuta,Gastrotheca_cornuta_Hemiphractidae,73.1,25,2.924017738212866,11.1,10.9,11,8.8,9.2,9,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Gastrotheca_pseustes,Anura,Neobatrachia,Hemiphractidae,NA,Gastrotheca,pseustes,Gastrotheca_pseustes_Hemiphractidae,43.9,10,2.154434690031884,7.3,6.7,7,4.7,4.5,4.6,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Gastrotheca_pseustes,Anura,Neobatrachia,Hemiphractidae,NA,Gastrotheca,pseustes,Gastrotheca_pseustes_Hemiphractidae,48,8,2,6.1,6,6.05,4.4,4.9,4.65,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Gastrotheca_pseustes,Anura,Neobatrachia,Hemiphractidae,NA,Gastrotheca,pseustes,Gastrotheca_pseustes_Hemiphractidae,41,7,1.912931182772389,5.7,6,5.85,4.6,4.6,4.6,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Glyphoglossus_guttulatus,Anura,Neobatrachia,Microhylidae,Microhylinae,Glyphoglossus,guttulatus,Calluella_guttulata_Microhylidae,48.6,12,2.2894284851066637,4.3,4.1,4.199999999999999,3.6,3.6,3.6,Fossorial,NA,NA,Free-living larvae,NA,NA
Glyphoglossus_guttulatus,Anura,Neobatrachia,Microhylidae,Microhylinae,Glyphoglossus,guttulatus,Calluella_guttulata_Microhylidae,46.3,12,2.2894284851066637,4.2,3.8,4,3,3.1,3.05,Fossorial,NA,NA,Free-living larvae,NA,NA
Glyphoglossus_guttulatus,Anura,Neobatrachia,Microhylidae,Microhylinae,Glyphoglossus,guttulatus,Calluella_guttulata_Microhylidae,32.6,3,1.4422495703074083,3.2,2.9,3.05,2.3,2.5,2.4,Fossorial,NA,NA,Free-living larvae,NA,NA
Heleophryne_purcelli,Anura,Neobatrachia,Heleophrynidae,NA,Heleophryne,purcelli,Heleophryne_purcelli_Heleophrynidae,40.6,6,1.8171205928321397,6.4,6.2,6.300000000000001,5.1,4.8,4.949999999999999,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Present
Heleophryne_purcelli,Anura,Neobatrachia,Heleophrynidae,NA,Heleophryne,purcelli,Heleophryne_purcelli_Heleophrynidae,41.9,6,1.8171205928321397,6.4,5.9,6.15,5.3,5.2,5.25,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Present
Hemiphractus_bubalus,Anura,Neobatrachia,Hemiphractidae,NA,Hemiphractus,bubalus,Hemiphractus_bubalus_Hemiphractidae,63.7,15,2.46621207433047,8.3,8.1,8.2,6.6,6.6,6.6,Scansorial,Nocturnal,NA,No free-living larvae,No larvae,NA
Hemiphractus_bubalus,Anura,Neobatrachia,Hemiphractidae,NA,Hemiphractus,bubalus,Hemiphractus_bubalus_Hemiphractidae,38.1,3,1.4422495703074083,5.1,5.2,5.15,3.3,3.8,3.55,Scansorial,Nocturnal,NA,No free-living larvae,No larvae,NA
Hemisus_marmoratus,Anura,Neobatrachia,Hemisotidae,NA,Hemisus,marmoratus,Hemisus_marmoratus_Hemisotidae,34.7,5.2,1.7324782106818055,3.3,3,3.15,2.1,2.4,2.25,Fossorial,Both,Ground,Free-living larvae,Lentic water,Absent
Hemisus_marmoratus,Anura,Neobatrachia,Hemisotidae,NA,Hemisus,marmoratus,Hemisus_marmoratus_Hemisotidae,41,10.8,2.2104188991842317,3.5,3.2,3.35,2,2.3,2.15,Fossorial,Both,Ground,Free-living larvae,Lentic water,Absent
Hoplobatrachus_tigerinus,Anura,Neobatrachia,Dicroglossidae,NA,Hoplobatrachus,tigerinus,Hoplobatrachus_tigerinus_Dicroglossidae,81.8,53.9,3.777428520832656,10.6,10.9,10.75,8.1,7.9,8,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Hoplobatrachus_tigerinus,Anura,Neobatrachia,Dicroglossidae,NA,Hoplobatrachus,tigerinus,Hoplobatrachus_tigerinus_Dicroglossidae,108.4,168,5.517848352762241,11.2,12.6,11.899999999999999,8.3,8.8,8.55,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Hoplobatrachus_tigerinus,Anura,Neobatrachia,Dicroglossidae,NA,Hoplobatrachus,tigerinus,Hoplobatrachus_tigerinus_Dicroglossidae,126.9,156,5.383212612087283,14.7,14.9,14.8,11,11.4,11.2,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Hoplophryne_rogersi,Anura,Neobatrachia,Microhylidae,Hoplophryninae,Hoplophryne,rogersi,Hoplophryne_rogersi_Microhylidae,23,1.3,1.091392883061106,2.8,3.1,2.95,2.6,2.9,2.75,Ground-dwelling,NA,Plants,Free-living larvae,Lentic water,Absent
Hoplophryne_rogersi,Anura,Neobatrachia,Microhylidae,Hoplophryninae,Hoplophryne,rogersi,Hoplophryne_rogersi_Microhylidae,24.7,1.8,1.21644039911468,2.9,2.9,2.9,2.2,2.3,2.25,Ground-dwelling,NA,Plants,Free-living larvae,Lentic water,Absent
Hoplophryne_rogersi,Anura,Neobatrachia,Microhylidae,Hoplophryninae,Hoplophryne,rogersi,Hoplophryne_rogersi_Microhylidae,24.9,2.4,1.338865900164339,3.1,3,3.05,2.6,2.9,2.75,Ground-dwelling,NA,Plants,Free-living larvae,Lentic water,Absent
Hyla_chinensis,Anura,Neobatrachia,Hylidae,NA,Hyla,chinensis,Hyla_chinensis_Hylidae,34.7,3.9,1.5740609166314434,5.4,5.4,5.4,4.5,4.9,4.7,Scansorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Hyla_chinensis,Anura,Neobatrachia,Hylidae,NA,Hyla,chinensis,Hyla_chinensis_Hylidae,34.5,2.7,1.3924766500838337,4.4,4,4.2,3.2,3.2,3.2,Scansorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Hyla_chinensis,Anura,Neobatrachia,Hylidae,NA,Hyla,chinensis,Hyla_chinensis_Hylidae,32.2,2.4,1.338865900164339,3.9,3.7,3.8,3.3,3.3,3.3,Scansorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Hylodes_nasus,Anura,Neobatrachia,Hylodidae,NA,Hylodes,nasus,Hylodes_nasus_Hylodidae,40.2,6,1.8171205928321397,6.3,5.8,6.05,4.4,4.5,4.45,Ground-dwelling,Diurnal,NA,Free-living larvae,Lotic water,NA
Hylodes_nasus,Anura,Neobatrachia,Hylodidae,NA,Hylodes,nasus,Hylodes_nasus_Hylodidae,45.2,7,1.912931182772389,6.6,6.5,6.55,5,5.2,5.1,Ground-dwelling,Diurnal,NA,Free-living larvae,Lotic water,NA
Hylodes_nasus,Anura,Neobatrachia,Hylodidae,NA,Hylodes,nasus,Hylodes_nasus_Hylodidae,38.9,5,1.7099759466766968,5.9,5.6,5.75,4.4,4.2,4.300000000000001,Ground-dwelling,Diurnal,NA,Free-living larvae,Lotic water,NA
Hylophorbus_rufescens,Anura,Neobatrachia,Microhylidae,Asterophryinae,Hylophorbus,rufescens,Hylophorbus_rufescens_Microhylidae,38.8,7.2,1.9309787692112594,5.6,5.2,5.4,4,4.1,4.05,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,NA
Hylophorbus_rufescens,Anura,Neobatrachia,Microhylidae,Asterophryinae,Hylophorbus,rufescens,Hylophorbus_rufescens_Microhylidae,34.8,5.1,1.7213006207263157,4.4,3.9,4.15,3.4,3.2,3.3,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,NA
Hymenochirus_boettgeri,Anura,Archaeobatrachia,Pipidae,NA,Hymenochirus,boettgeri,Hymenochirus_boettgeri_Pipidae,36.1,3,1.4422495703074083,1.8,1.8,1.8,1.8,1.8,1.8,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Hymenochirus_boettgeri,Anura,Archaeobatrachia,Pipidae,NA,Hymenochirus,boettgeri,Hymenochirus_boettgeri_Pipidae,36.8,3,1.4422495703074083,1.5,1.6,1.55,1.5,1.6,1.55,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Hymenochirus_boettgeri,Anura,Archaeobatrachia,Pipidae,NA,Hymenochirus,boettgeri,Hymenochirus_boettgeri_Pipidae,30.4,3,1.4422495703074083,1.9,1.9,1.9,1.9,1.9,1.9,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Hymenochirus_boettgeri,Anura,Archaeobatrachia,Pipidae,NA,Hymenochirus,boettgeri,Hymenochirus_boettgeri_Pipidae,28.2,2,1.2599210498948732,1.5,1.7,1.6,1.5,1.7,1.6,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Hyperolius_bolifambae,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,bolifambae,Hyperolius_bolifambae_Hyperoliidae,28.1,2.4,1.338865900164339,4.7,4.4,4.550000000000001,3.6,3.5,3.55,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Present
Hyperolius_bolifambae,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,bolifambae,Hyperolius_bolifambae_Hyperoliidae,23.9,1.4,1.1186889420813968,4.6,4,4.3,3.3,3.3,3.3,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Present
Hyperolius_bolifambae,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,bolifambae,Hyperolius_bolifambae_Hyperoliidae,24.2,2,1.2599210498948732,4.4,4.2,4.300000000000001,3.5,3.9,3.7,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Present
Hyperolius_viridiflavus,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,viridiflavus,Hyperolius_viridiflavus_Hyperoliidae,23.5,1.3,1.091392883061106,3.5,3.3,3.4,2.6,2.7,2.6500000000000004,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Hyperolius_viridiflavus,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,viridiflavus,Hyperolius_viridiflavus_Hyperoliidae,25.6,1.4,1.1186889420813968,3.3,3.4,3.3499999999999996,2.5,2.5,2.5,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Hyperolius_viridiflavus,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,viridiflavus,Hyperolius_viridiflavus_Hyperoliidae,25.5,1.2,1.0626585691826111,3.3,3.3,3.3,2.8,3,2.9,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Incilius_luetkenii,Anura,Neobatrachia,Bufonidae,NA,Incilius,luetkenii,Incilius_luetkenii_Bufonidae,37.3,3,1.4422495703074083,6.1,5.7,5.9,4.1,4.5,4.3,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Incilius_nebulifer,Anura,Neobatrachia,Bufonidae,NA,Incilius,nebulifer,Incilius_nebulifer_Bufonidae,113.9,204,5.886765316883336,13.6,12.7,13.149999999999999,7.6,7.4,7.5,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Incilius_nebulifer,Anura,Neobatrachia,Bufonidae,NA,Incilius,nebulifer,Incilius_nebulifer_Bufonidae,56.9,133,5.104468722001463,7.4,7.4,7.4,5,5,5,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Incilius_nebulifer,Anura,Neobatrachia,Bufonidae,NA,Incilius,nebulifer,Incilius_nebulifer_Bufonidae,80.6,53.3,3.763359755402318,10.1,9.3,9.7,6.8,7.6,7.199999999999999,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Ingerophrynus_galeatus,Anura,Neobatrachia,Bufonidae,NA,Ingerophrynus,galeatus,Ingerophrynus_galeatus_Bufonidae,85.8,71,4.140817749422853,10.1,9,9.55,7.2,6.6,6.9,Ground-dwelling,NA,Lotic water,Free-living larvae,NA,Absent
Ingerophrynus_galeatus,Anura,Neobatrachia,Bufonidae,NA,Ingerophrynus,galeatus,Ingerophrynus_galeatus_Bufonidae,69,41.4,3.459394683999698,7.5,7.5,7.5,5.9,6.1,6,Ground-dwelling,NA,Lotic water,Free-living larvae,NA,Absent
Ingerophrynus_galeatus,Anura,Neobatrachia,Bufonidae,NA,Ingerophrynus,galeatus,Ingerophrynus_galeatus_Bufonidae,63.3,24.5,2.9043928667818517,7.2,7.1,7.15,6.1,6,6.05,Ground-dwelling,NA,Lotic water,Free-living larvae,NA,Absent
Ischnocnema_parva,Anura,Neobatrachia,Brachycephalidae,NA,Ischnocnema,parva,Ischnocnema_parva_Brachycephalidae,19.64,1.05,1.0163963568148535,2.45,2.3,2.375,1.95,2.13,2.04,Subfossorial,Nocturnal,Ground,No free-living larvae,No larvae,NA
Kalophrynus_interlineatus,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,interlineatus,Kalophrynus_interlineatus_Microhylidae,36.4,4.7,1.6750686836022342,4.7,4.8,4.75,3.4,3.7,3.55,Subfossorial,Nocturnal,NA,NA,NA,Absent
Kalophrynus_interlineatus,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,interlineatus,Kalophrynus_interlineatus_Microhylidae,39.3,8.8,2.0645602309127344,4.6,4.6,4.6,3.4,3.7,3.55,Subfossorial,Nocturnal,NA,NA,NA,Absent
Kalophrynus_interlineatus,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,interlineatus,Kalophrynus_interlineatus_Microhylidae,39,8.6,2.0487996145182663,3.9,3.9,3.9,3.2,3.2,3.2,Subfossorial,Nocturnal,NA,NA,NA,Absent
Kalophrynus_pleurostigma,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,pleurostigma,Kalophrynus_pleurostigma_Microhylidae,34.5,5.3,1.7435134012651283,4.4,4.5,4.45,3.9,3.8,3.8499999999999996,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Kalophrynus_pleurostigma,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,pleurostigma,Kalophrynus_pleurostigma_Microhylidae,45.5,12.5,2.320794416806389,5.8,5.7,5.75,4.5,4.5,4.5,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Kalophrynus_pleurostigma,Anura,Neobatrachia,Microhylidae,Kalophryninae,Kalophrynus,pleurostigma,Kalophrynus_pleurostigma_Microhylidae,54,13.8,2.3986103065798416,6.3,NA,6.3,5,NA,5,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Kaloula_conjuncta,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,conjuncta,Kaloula_conjuncta_Microhylidae,47.7,13.7,2.3928025107131377,5.1,4.8,4.949999999999999,3.9,4.4,4.15,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Kaloula_conjuncta,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,conjuncta,Kaloula_conjuncta_Microhylidae,47.9,10.1,2.161592332945083,5.5,5.3,5.4,4.4,4.2,4.300000000000001,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Kaloula_conjuncta,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,conjuncta,Kaloula_conjuncta_Microhylidae,34,4.6,1.6631034988407656,4.4,4.3,4.35,3.4,3.4,3.4,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Kaloula_indochinensis,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,indochinensis,Kaloula_indochinensis_Microhylidae,55.3,17,2.571281590658235,5.6,5.6,5.6,3.8,4,3.9,Ground-dwelling,Nocturnal,Lentic water,NA,NA,Absent
Kaloula_indochinensis,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,indochinensis,Kaloula_indochinensis_Microhylidae,57.7,19,2.668401648721945,5.2,5.4,5.300000000000001,3.1,3.4,3.25,Ground-dwelling,Nocturnal,Lentic water,NA,NA,Absent
Kaloula_pulchra,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,pulchra,Kaloula_pulchra_Microhylidae,67.8,44.7,3.5489714668957846,6.9,7.2,7.050000000000001,5.3,5.3,5.3,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Kaloula_pulchra,Anura,Neobatrachia,Microhylidae,Microhylinae,Kaloula,pulchra,Kaloula_pulchra_Microhylidae,65.9,34.8,3.2648238020589835,6.7,6.6,6.65,5.1,5.2,5.15,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Kurixalus_odontotarsus,Anura,Neobatrachia,Rhacophoridae,Rhacophorinae,Kurixalus,odontotarsus,Kurixalus_odontotarsus_Rhacophoridae,30.2,NA,NA,4.9,4.9,4.9,3.8,4.1,3.9499999999999997,Scansorial,NA,NA,NA,NA,Absent
Kurixalus_odontotarsus,Anura,Neobatrachia,Rhacophoridae,Rhacophorinae,Kurixalus,odontotarsus,Kurixalus_odontotarsus_Rhacophoridae,31.9,NA,NA,5,5,5,4,3.8,3.9,Scansorial,NA,NA,NA,NA,Absent
Kurixalus_odontotarsus,Anura,Neobatrachia,Rhacophoridae,Rhacophorinae,Kurixalus,odontotarsus,Kurixalus_odontotarsus_Rhacophoridae,38.3,4,1.5874010519681994,6,6.1,6.05,4.7,4.9,4.800000000000001,Scansorial,NA,NA,NA,NA,Absent
